Gene,Dn,Ds,Pn,Ps,Pn.1,Ps.1,Pn.2,Ps.2,Pn.3,Ps.3,Pn.4,Ps.4,Pn.5,Ps.5,Pn.6,Ps.6,Pn.7,Ps.7,Pn.8,Ps.8,Pn.9,Ps.9
LSAA_5412,0,0,15,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5416,0,0,7,16,7,16,3,9,2,7,1,7,1,7,1,7,1,7,1,5,0,3
LSAA_5417,0,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5418,0,0,4,2,4,2,2,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_5419,0,0,6,16,5,16,1,7,1,4,1,3,1,3,1,3,1,1,1,0,1,0
LSAA_5420,0,0,5,5,4,5,3,5,3,2,3,2,3,2,3,2,2,2,2,2,1,1
LSAA_5422,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5423,0,0,1,7,0,6,0,4,0,3,0,3,0,2,0,2,0,2,0,2,0,0
LSAA_543,0,0,8,5,8,5,5,3,4,3,4,3,3,2,3,2,3,2,3,2,2,0
LSAA_5430,0,0,10,4,9,4,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3
LSAA_5433,0,0,9,2,9,2,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_5435,0,0,34,15,33,14,16,7,13,7,13,7,13,7,13,7,13,6,13,6,2,0
LSAA_5441,0,0,5,2,5,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_5442,0,0,1,3,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5444,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
LSAA_5445,0,0,15,5,14,5,10,3,6,3,6,2,2,1,2,1,2,1,2,1,2,0
LSAA_545,0,0,10,12,8,12,2,5,2,3,2,2,1,2,1,2,1,2,1,2,1,1
LSAA_5450,0,0,12,3,11,3,4,1,4,1,3,0,3,0,3,0,2,0,2,0,1,0
LSAA_5451,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_5452,0,0,16,21,16,20,9,6,8,6,8,5,7,5,7,5,7,5,7,4,7,3
LSAA_5453,0,0,1,3,1,3,0,3,0,3,0,2,0,2,0,2,0,1,0,1,0,1
LSAA_5455,0,0,2,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5458,0,0,3,4,3,4,2,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_5462,0,0,1,4,1,4,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_5463,0,0,2,5,2,5,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5469,0,0,8,4,7,4,4,3,4,3,4,3,4,3,4,3,4,2,3,2,1,2
LSAA_5471,0,0,11,2,11,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5474,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5476,0,0,13,21,12,21,9,11,5,9,4,6,3,4,3,4,2,3,0,1,0,1
LSAA_5479,0,0,8,2,8,2,5,1,4,0,2,0,2,0,2,0,1,0,1,0,1,0
LSAA_5480,0,0,18,6,16,5,6,3,6,3,3,2,3,2,3,2,3,1,3,1,3,1
LSAA_5481,0,0,1,6,1,6,1,5,1,5,1,4,1,4,1,4,1,4,1,4,1,4
LSAA_5482,0,0,13,8,13,8,9,6,4,3,2,1,1,1,1,1,1,0,1,0,1,0
LSAA_5485,0,0,1,3,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5486,0,0,6,2,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5487,0,0,12,12,12,11,7,8,6,4,6,4,3,1,3,1,3,1,3,0,3,0
LSAA_5488,0,0,2,3,1,3,1,3,0,3,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_5489,0,0,8,21,8,20,4,7,2,5,1,4,1,3,1,3,1,3,1,3,1,3
LSAA_549,0,0,11,34,11,33,6,21,5,19,4,17,4,13,4,13,3,11,2,9,1,2
LSAA_5490,0,0,10,4,9,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
LSAA_5491,0,0,7,12,7,12,4,8,4,4,3,3,3,3,3,3,3,3,3,3,2,3
LSAA_5492,0,0,4,9,4,8,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LSAA_5493,0,0,11,6,11,6,8,3,7,2,6,2,5,2,5,2,4,2,4,1,3,1
LSAA_5498,0,0,6,1,6,1,4,1,4,1,2,1,1,0,1,0,0,0,0,0,0,0
LSAA_5499,0,0,11,3,9,3,5,3,5,3,5,2,4,2,4,2,3,2,2,1,0,0
LSAA_5506,0,0,30,11,30,8,25,5,24,5,9,3,6,3,6,3,2,1,2,1,1,1
LSAA_5508,0,0,4,5,4,5,2,2,2,1,2,1,1,1,1,1,1,1,1,0,1,0
LSAA_5509,0,0,6,3,6,3,2,3,2,3,2,2,1,0,1,0,1,0,1,0,0,0
LSAA_5510,0,0,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,0,3,0,3,0
LSAA_5512,0,0,3,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5513,0,0,4,5,4,5,2,3,1,2,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5514,0,0,8,5,8,5,5,2,2,2,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_5515,0,0,28,18,28,18,14,9,12,7,9,6,5,3,5,3,5,3,5,1,3,0
LSAA_5518,0,0,7,3,7,3,5,2,3,2,3,1,3,1,3,1,2,1,2,1,0,1
LSAA_5519,0,0,1,9,1,9,1,6,1,5,1,4,1,4,1,4,1,4,0,3,0,1
LSAA_552,0,0,3,4,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5524,0,0,9,12,9,12,8,11,7,10,7,9,4,7,4,7,4,7,4,6,4,5
LSAA_5525,0,0,2,7,2,7,1,6,1,6,1,6,1,5,1,5,1,5,1,5,1,5
LSAA_5527,0,0,13,4,13,4,7,2,5,2,5,2,4,2,4,2,3,2,2,2,0,1
LSAA_5533,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5535,0,0,2,8,2,8,1,7,1,6,1,5,1,5,1,5,0,4,0,3,0,3
LSAA_5538,0,0,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2
LSAA_5540,0,0,9,7,9,7,6,6,6,5,6,5,4,5,4,5,4,5,4,5,3,4
LSAA_5541,0,0,9,4,9,4,5,3,5,2,5,1,5,1,5,1,4,1,3,0,2,0
LSAA_5542,0,0,5,1,5,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_5546,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_555,0,0,6,3,4,3,1,3,1,3,0,3,0,2,0,2,0,0,0,0,0,0
LSAA_5550,0,0,11,4,10,4,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2
LSAA_5551,0,0,12,3,11,3,6,1,5,0,5,0,5,0,5,0,5,0,5,0,0,0
LSAA_5557,0,0,16,13,15,13,11,6,7,3,1,2,1,1,1,1,1,0,1,0,1,0
LSAA_5561,0,0,5,3,5,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1
LSAA_5562,0,0,25,8,22,6,11,3,6,1,2,1,2,1,2,1,2,1,2,1,1,0
LSAA_5563,0,0,3,4,3,4,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3
LSAA_5564,0,0,5,17,5,17,3,15,3,11,3,9,3,7,3,7,3,6,2,5,2,4
LSAA_5567,0,0,17,6,17,6,11,3,10,2,7,1,6,1,6,1,6,0,1,0,0,0
LSAA_5575,0,0,1,14,1,14,1,8,1,6,1,6,1,5,1,5,1,3,1,1,1,1
LSAA_5576,0,0,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5579,0,0,1,7,1,7,1,4,1,3,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_5580,0,0,13,18,13,18,6,14,5,10,5,7,5,6,5,6,1,2,1,2,1,2
LSAA_5582,0,0,4,5,4,5,2,4,1,4,1,4,1,4,1,4,1,4,1,4,0,3
LSAA_5583,0,0,12,7,12,7,5,7,4,3,3,3,3,3,3,3,2,3,1,3,1,1
LSAA_5584,0,0,6,4,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5586,0,0,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,0,2,0
LSAA_5588,0,0,1,34,1,34,0,21,0,12,0,8,0,6,0,6,0,5,0,3,0,1
LSAA_559,0,0,4,8,4,8,2,4,1,2,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_5591,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_5593,0,0,3,4,3,4,1,4,1,4,1,4,1,4,1,4,1,3,1,3,1,0
LSAA_5600,0,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_5610,0,0,2,3,2,3,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0
LSAA_5611,0,0,11,5,11,5,10,4,8,4,8,3,8,3,8,3,7,3,3,1,2,0
LSAA_5613,0,0,15,4,12,4,5,4,5,3,5,3,4,3,4,3,4,3,4,3,4,2
LSAA_5615,0,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
LSAA_5618,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_5620,0,0,8,8,8,8,6,4,6,3,4,3,3,3,3,3,2,2,1,2,1,2
LSAA_5621,0,0,3,9,3,8,2,4,1,1,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5622,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5624,0,0,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5625,0,0,20,3,19,3,15,3,15,3,12,3,8,2,8,2,8,2,8,2,5,1
LSAA_5627,0,0,3,21,3,21,0,9,0,7,0,6,0,5,0,5,0,4,0,3,0,1
LSAA_5629,0,0,5,0,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_5630,0,0,6,3,6,3,4,1,4,1,4,1,4,1,4,1,4,1,2,1,1,1
LSAA_5631,0,0,22,3,20,3,12,2,11,0,11,0,7,0,7,0,7,0,1,0,1,0
LSAA_5634,0,0,7,3,6,2,4,2,4,1,4,1,4,1,4,1,3,1,3,0,3,0
LSAA_5636,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
LSAA_5638,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5639,0,0,7,10,6,10,3,5,2,2,2,2,2,2,2,2,1,2,1,1,1,1
LSAA_5642,0,0,15,5,15,5,12,5,10,5,10,5,10,5,10,5,10,5,6,3,4,3
LSAA_5646,0,0,4,3,4,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5647,0,0,4,8,4,8,1,4,1,3,1,3,1,3,1,3,1,1,1,1,1,1
LSAA_5648,0,0,7,11,7,11,5,8,3,6,3,6,3,6,3,6,3,5,3,5,3,5
LSAA_565,0,0,12,5,12,5,7,4,4,1,3,1,3,1,3,1,3,0,3,0,3,0
LSAA_5652,0,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5654,0,0,7,3,7,2,5,1,3,1,3,0,3,0,3,0,3,0,3,0,2,0
LSAA_5655,0,0,7,6,7,6,2,4,2,4,1,3,1,3,1,3,1,2,1,1,1,0
LSAA_5656,0,0,8,2,7,2,4,2,2,1,2,1,1,1,1,1,0,1,0,1,0,1
LSAA_5659,0,0,7,5,7,5,5,4,2,3,2,3,2,3,2,3,0,0,0,0,0,0
LSAA_5661,0,0,3,1,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5664,0,0,18,6,16,6,13,4,10,3,8,3,7,3,7,3,3,3,1,1,1,1
LSAA_5665,0,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5666,0,0,7,30,7,30,3,15,3,13,3,12,3,9,3,9,3,9,3,8,2,7
LSAA_5668,0,0,4,5,4,5,2,5,2,3,2,3,2,3,2,3,2,3,2,3,0,2
LSAA_5670,0,0,11,10,9,9,5,4,2,3,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_5671,0,0,1,5,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5673,0,0,2,4,2,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_5676,0,0,6,3,6,3,3,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_5677,0,0,3,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,0,2,0,0
LSAA_5679,0,0,5,5,5,5,0,3,0,3,0,2,0,1,0,1,0,1,0,1,0,1
LSAA_5680,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5683,0,0,4,2,4,2,3,1,3,1,3,0,3,0,3,0,3,0,2,0,2,0
LSAA_5685,0,0,6,10,6,10,6,7,6,7,3,1,3,1,3,1,3,0,3,0,2,0
LSAA_5686,0,0,7,2,7,2,4,1,3,0,3,0,3,0,3,0,3,0,1,0,1,0
LSAA_5688,0,0,1,9,1,7,1,4,1,4,1,4,1,4,1,4,1,4,0,4,0,1
LSAA_5693,0,0,10,8,10,7,3,7,3,7,3,6,3,3,3,3,3,3,3,2,2,1
LSAA_5695,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5700,0,0,15,4,13,4,4,4,4,4,1,3,1,3,1,3,1,3,1,3,0,2
LSAA_5706,0,0,1,3,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5708,0,0,4,14,4,14,1,9,1,8,1,7,1,7,1,7,1,5,1,5,0,4
LSAA_5710,0,0,2,5,2,5,1,5,1,4,1,2,1,1,1,1,1,1,1,1,1,1
LSAA_5715,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5718,0,0,8,10,8,10,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
LSAA_5720,0,0,16,13,15,13,10,11,9,10,8,8,5,6,5,6,3,4,1,4,1,4
LSAA_5721,0,0,4,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_5722,0,0,8,10,7,10,4,6,2,3,2,1,2,0,2,0,2,0,2,0,1,0
LSAA_5723,0,0,5,5,4,5,1,3,1,3,1,3,1,3,1,3,0,3,0,3,0,3
LSAA_5724,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5725,0,0,4,2,4,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_5727,0,0,5,8,5,8,5,3,4,3,4,3,4,3,4,3,4,3,3,2,2,0
LSAA_5729,0,0,18,3,17,3,8,1,4,1,4,1,3,0,3,0,1,0,1,0,0,0
LSAA_5732,0,0,7,6,7,6,6,6,6,6,5,6,5,6,5,6,5,6,4,6,4,6
LSAA_5733,0,0,2,4,2,4,2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5734,0,0,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LSAA_5735,0,0,32,14,31,14,12,7,11,6,7,3,3,0,3,0,3,0,3,0,2,0
LSAA_5736,0,0,12,3,12,3,7,3,6,2,4,2,0,0,0,0,0,0,0,0,0,0
LSAA_5738,0,0,8,3,8,3,5,2,4,2,4,2,4,2,4,2,3,1,2,1,2,1
LSAA_5740,0,0,9,9,9,9,4,5,4,5,3,3,2,2,2,2,1,2,1,2,1,2
LSAA_5747,0,0,11,10,11,9,4,5,4,5,4,4,4,3,4,3,4,2,4,2,1,1
LSAA_575,0,0,1,4,1,4,1,2,1,2,1,2,1,1,1,1,1,0,1,0,1,0
LSAA_5750,0,0,4,4,4,4,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_5752,0,0,15,6,15,6,7,4,6,3,2,2,0,1,0,1,0,0,0,0,0,0
LSAA_5753,0,0,4,2,3,2,2,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0
LSAA_5754,0,0,2,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5756,0,0,4,3,4,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_5758,0,0,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_5761,0,0,2,7,2,7,1,4,1,4,1,3,1,3,1,3,1,3,0,2,0,1
LSAA_5767,0,0,12,2,11,2,6,2,3,1,3,1,2,1,2,1,2,1,2,1,1,0
LSAA_5772,0,0,7,10,7,10,6,8,4,5,3,4,3,4,3,4,3,3,2,3,2,2
LSAA_5774,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_5777,0,0,12,18,11,18,2,13,2,12,2,10,2,6,2,6,1,4,1,2,1,1
LSAA_5779,0,0,8,12,8,12,4,6,4,2,3,1,3,0,3,0,2,0,2,0,1,0
LSAA_5782,0,0,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_5784,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5788,0,0,6,7,6,7,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,0
LSAA_5792,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_5794,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5795,0,0,2,5,2,5,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_5797,0,0,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LSAA_58,0,0,3,6,2,6,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,1
LSAA_5800,0,0,3,7,3,7,3,6,2,5,2,5,2,4,2,4,2,4,2,4,2,2
LSAA_5804,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_581,0,0,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
LSAA_5814,0,0,3,2,3,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5817,0,0,4,3,4,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,0,0
LSAA_5818,0,0,2,2,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5821,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_5822,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5823,0,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5825,0,0,10,2,10,2,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1
LSAA_5826,0,0,14,10,14,10,9,6,7,6,7,5,5,4,5,4,5,4,5,4,5,4
LSAA_5827,0,0,17,8,17,8,9,4,5,1,5,1,5,0,5,0,5,0,4,0,2,0
LSAA_5829,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5833,0,0,5,17,5,17,3,7,3,6,3,5,3,4,3,4,3,4,3,2,2,2
LSAA_5834,0,0,3,11,3,11,2,5,2,3,2,2,2,2,2,2,2,1,2,1,2,1
LSAA_5836,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5840,0,0,4,2,4,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,0
LSAA_5842,0,0,4,1,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5843,0,0,11,8,11,7,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0
LSAA_5844,0,0,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_5846,0,0,13,7,11,7,7,3,7,3,5,2,4,2,4,2,4,1,2,0,1,0
LSAA_585,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_5851,0,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,0,0,0,0
LSAA_5853,0,0,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5854,0,0,24,9,24,9,18,7,15,7,11,5,10,3,10,3,8,2,7,1,1,0
LSAA_586,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5861,0,0,7,15,4,14,1,11,1,7,1,6,1,5,1,5,1,5,1,3,1,1
LSAA_5864,0,0,11,3,9,2,9,2,8,2,8,2,8,2,8,2,8,2,8,2,8,2
LSAA_5866,0,0,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,1
LSAA_5867,0,0,1,6,1,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5
LSAA_5869,0,0,7,1,7,1,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0
LSAA_5871,0,0,4,12,4,12,2,9,2,5,1,3,1,3,1,3,0,3,0,3,0,3
LSAA_5872,0,0,2,3,2,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1
LSAA_5873,0,0,9,8,9,8,2,6,2,6,2,6,2,6,2,6,2,6,2,6,0,0
LSAA_5874,0,0,12,8,10,8,9,5,8,5,8,3,7,3,7,3,6,3,3,2,0,0
LSAA_5875,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5877,0,0,14,10,11,10,9,4,5,4,5,4,4,2,4,2,4,2,2,2,2,1
LSAA_5879,0,0,2,12,2,12,2,5,2,5,2,4,2,4,2,4,2,3,2,3,1,2
LSAA_5882,0,0,4,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5
LSAA_5884,0,0,9,2,9,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5886,0,0,8,6,8,5,5,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0
LSAA_5888,0,0,28,6,22,5,8,4,5,2,5,2,5,2,5,2,3,1,3,1,2,0
LSAA_5889,0,0,7,5,7,5,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_589,0,0,4,7,4,7,2,6,2,5,2,3,2,3,2,3,2,3,2,2,2,2
LSAA_5890,0,0,12,1,12,1,5,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_5892,0,0,3,9,3,9,2,6,2,6,2,5,2,5,2,5,2,5,2,4,1,3
LSAA_5894,0,0,14,4,14,4,7,3,6,1,4,0,3,0,3,0,2,0,2,0,0,0
LSAA_5895,0,0,6,4,6,4,4,2,3,2,3,2,3,1,3,1,3,1,3,1,2,1
LSAA_5896,0,0,9,10,8,9,6,7,5,5,5,4,5,4,5,4,4,3,3,0,3,0
LSAA_5897,0,0,5,11,5,11,3,5,3,4,3,4,2,4,2,4,2,3,2,2,1,0
LSAA_5899,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_590,0,0,5,2,5,2,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_5901,0,0,15,4,14,3,6,1,5,0,5,0,5,0,5,0,1,0,0,0,0,0
LSAA_5905,0,0,16,25,16,24,8,14,6,9,5,5,4,4,4,4,4,4,3,3,0,2
LSAA_5907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5909,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_591,0,0,3,7,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5910,0,0,5,1,5,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_5911,0,0,7,29,6,29,5,17,4,14,3,12,3,7,3,7,2,6,0,5,0,1
LSAA_5912,0,0,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_5916,0,0,16,4,16,4,9,3,7,3,6,2,3,2,3,2,3,1,3,1,1,1
LSAA_5918,0,0,5,2,4,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_5919,0,0,5,4,4,4,2,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1
LSAA_5922,0,0,14,4,14,4,7,0,6,0,4,0,3,0,3,0,3,0,2,0,1,0
LSAA_5925,0,0,7,14,7,14,4,7,2,6,0,3,0,2,0,2,0,1,0,1,0,1
LSAA_5928,0,0,2,7,2,7,1,7,1,6,1,6,1,6,1,6,1,6,1,6,1,5
LSAA_5929,0,0,13,6,13,6,6,1,4,1,3,1,1,1,1,1,1,0,1,0,0,0
LSAA_5930,0,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
LSAA_5934,0,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5935,0,0,1,8,1,8,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_5937,0,0,19,9,17,8,6,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0
LSAA_5938,0,0,15,3,15,3,9,3,8,3,7,3,6,3,6,3,5,3,3,3,1,2
LSAA_5941,0,0,6,6,6,6,4,3,3,2,3,2,0,2,0,2,0,2,0,2,0,1
LSAA_5943,0,0,8,6,8,5,4,4,3,3,2,3,2,3,2,3,2,3,2,3,2,2
LSAA_5948,0,0,18,2,18,2,12,1,11,1,8,1,7,1,7,1,6,1,5,0,2,0
LSAA_5950,0,0,17,11,14,10,10,4,6,3,6,3,5,3,5,3,5,3,4,3,2,2
LSAA_5952,0,0,17,15,17,15,11,11,7,8,7,7,5,3,5,3,3,3,2,2,1,1
LSAA_5953,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5956,0,0,15,4,14,4,5,3,3,2,1,2,0,2,0,2,0,2,0,1,0,1
LSAA_5959,0,0,12,13,12,13,8,10,5,6,3,6,3,5,3,5,3,5,1,5,0,3
LSAA_5966,0,0,6,12,6,12,3,11,3,9,3,8,3,7,3,7,3,6,3,3,3,2
LSAA_5967,0,0,9,10,9,9,6,9,5,6,4,5,3,3,3,3,3,3,2,2,2,1
LSAA_5968,0,0,6,2,6,2,3,2,3,2,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_5971,0,0,4,5,4,5,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_5973,0,0,29,14,29,13,20,8,15,7,15,7,15,6,15,6,9,5,7,2,2,1
LSAA_5974,0,0,10,15,10,14,5,6,3,5,1,3,1,3,1,3,0,1,0,1,0,1
LSAA_5977,0,0,8,8,8,7,4,3,3,3,3,3,3,2,3,2,3,2,2,1,2,1
LSAA_5978,0,0,5,2,5,2,4,2,4,2,4,2,3,2,3,2,3,2,3,2,2,2
LSAA_5981,0,0,10,15,10,15,3,5,3,1,3,1,3,1,3,1,3,0,3,0,3,0
LSAA_5982,0,0,8,6,8,6,7,3,6,2,6,2,5,2,5,2,5,2,4,1,2,0
