Gene,Scaffold,Syn.sites,Non.sites,Linkage,SPM.F,SPM.Bias
LSAA_6664,HG994581.1,85.33333333,298.6666667,A,0.391377596,Unbiased
LSAA_6665,HG994581.1,218,760,A,0.906630796,Female
LSAA_6666,HG994581.1,141,513,A,0.326261764,Unbiased
LSAA_6667,HG994581.1,154,566,A,0.628122181,Unbiased
LSAA_6668,HG994581.1,132.3333333,464.6666667,A,NA,Unbiased
LSAA_6669,HG994581.1,338,1165,A,0.9806268,Female
LSAA_667,HG994580.1,322,1091,A,0.618005504,Unbiased
LSAA_6670,HG994581.1,497.3333333,1797.666667,A,0.398617659,Unbiased
LSAA_6671,HG994581.1,720.3333333,2789.666667,A,0.139587812,Male
LSAA_6672,HG994581.1,230.6666667,822.3333333,A,0.33585422,Unbiased
LSAA_6673,HG994581.1,71.66666667,267.3333333,A,0.007567392,Male
LSAA_6674,HG994581.1,149.6666667,591.3333333,A,NA,Unbiased
LSAA_6675,HG994581.1,283.6666667,964.3333333,A,0.81583894,Female
LSAA_6676,HG994581.1,226.6666667,868.3333333,A,0.476541288,Unbiased
LSAA_6677,HG994581.1,109.3333333,379.6666667,A,0,Male
LSAA_6678,HG994581.1,211.6666667,748.3333333,A,0.791176143,Unbiased
LSAA_6679,HG994581.1,82,251,A,0.645212046,Unbiased
LSAA_668,HG994580.1,104.6666667,348.3333333,A,0.293834199,Unbiased
LSAA_6680,HG994581.1,65.33333333,261.6666667,A,0.268503451,Unbiased
LSAA_6681,HG994581.1,371.3333333,1347.666667,A,0,Male
LSAA_6682,HG994581.1,228,744,A,0.215074738,Unbiased
LSAA_6683,HG994581.1,266.3333333,885.6666667,A,0.534414267,Unbiased
LSAA_6684,HG994581.1,99.66666667,353.3333333,A,0.351315352,Unbiased
LSAA_6685,HG994581.1,69.33333333,272.6666667,A,0.568821807,Unbiased
LSAA_6686,HG994581.1,146.3333333,492.6666667,A,0.555190738,Unbiased
LSAA_6687,HG994581.1,741.6666667,2714.333333,A,0.319394943,Unbiased
LSAA_6688,HG994581.1,147.6666667,563.3333333,A,0.48066254,Unbiased
LSAA_6689,HG994581.1,163.3333333,577.6666667,A,0.451159198,Unbiased
LSAA_669,HG994580.1,221.3333333,780.6666667,A,0.399526277,Unbiased
LSAA_6690,HG994581.1,226.3333333,904.6666667,A,0.462027169,Unbiased
LSAA_6691,HG994581.1,165.3333333,668.6666667,A,0.017467069,Male
LSAA_6692,HG994581.1,268.3333333,832.6666667,A,0.402865417,Unbiased
LSAA_6693,HG994581.1,90,351,A,0.343082512,Unbiased
LSAA_6694,HG994581.1,506,1861,A,0.309142477,Unbiased
LSAA_6695,HG994581.1,291.6666667,1013.333333,A,NA,Unbiased
LSAA_6696,HG994581.1,193.3333333,661.6666667,A,0.999191244,Female
LSAA_6697,HG994581.1,339.3333333,1190.666667,A,0.190566933,Male
LSAA_6698,HG994581.1,67.33333333,232.6666667,A,0.938369192,Female
LSAA_6699,HG994581.1,508.3333333,1828.666667,A,0.542928406,Unbiased
LSAA_67,CAJNVT010000010.1,305.6666667,1131.333333,A,0.148935208,Male
LSAA_670,HG994580.1,133.3333333,547.6666667,A,0.253292597,Unbiased
LSAA_6700,HG994581.1,364,1415,A,0.934644024,Female
LSAA_6701,HG994581.1,281.3333333,1074.666667,A,0.773533465,Unbiased
LSAA_6702,HG994581.1,76,311,A,NA,Unbiased
LSAA_6703,HG994581.1,324.6666667,1169.333333,A,0.228857899,Unbiased
LSAA_6704,HG994581.1,95,334,A,0.025545627,Male
LSAA_6705,HG994581.1,238,887,A,0,Male
LSAA_6706,HG994581.1,113.6666667,459.3333333,A,0.000394575,Male
LSAA_6707,HG994581.1,101.6666667,351.3333333,A,0.547778528,Unbiased
LSAA_6708,HG994581.1,149.3333333,519.6666667,A,1,Female
LSAA_6709,HG994581.1,285.6666667,1070.333333,A,1,Female
LSAA_671,HG994580.1,90.66666667,338.3333333,A,0.261492903,Unbiased
LSAA_6710,HG994581.1,166.6666667,610.3333333,A,0.379510008,Unbiased
LSAA_6711,HG994581.1,267.3333333,941.6666667,A,0.104457067,Male
LSAA_6712,HG994581.1,127,470,A,0.161939722,Male
LSAA_6713,HG994581.1,80.66666667,252.3333333,A,0.741462019,Unbiased
LSAA_6714,HG994581.1,105.3333333,395.6666667,A,0.844506907,Female
LSAA_6715,HG994581.1,265.6666667,901.3333333,A,0.109182427,Male
LSAA_6716,HG994581.1,193.3333333,754.6666667,A,0.006510644,Male
LSAA_6717,HG994581.1,92.33333333,282.6666667,A,0.990598815,Female
LSAA_6718,HG994581.1,78,243,A,0.379259158,Unbiased
LSAA_6719,HG994581.1,278,970,A,0.347135556,Unbiased
LSAA_672,HG994580.1,198,699,A,0.425311033,Unbiased
LSAA_6720,HG994581.1,189.6666667,707.3333333,A,0.119418829,Male
LSAA_6721,HG994581.1,322.3333333,1168.666667,A,0.226304285,Unbiased
LSAA_6722,HG994581.1,194.3333333,696.6666667,A,0.999779049,Female
LSAA_6723,HG994581.1,635.6666667,2100.333333,A,0.503183718,Unbiased
LSAA_6724,HG994581.1,498.6666667,1772.333333,A,0.01835512,Male
LSAA_6725,HG994581.1,85.33333333,301.6666667,A,0.278827476,Unbiased
LSAA_6726,HG994581.1,435,1644,A,0.428765171,Unbiased
LSAA_6727,HG994581.1,166.3333333,598.6666667,A,0.281598902,Unbiased
LSAA_6728,HG994581.1,122.3333333,405.6666667,A,0.415340694,Unbiased
LSAA_6729,HG994581.1,421.6666667,1549.333333,A,0.51880457,Unbiased
LSAA_673,HG994580.1,92.66666667,348.3333333,A,0.378994987,Unbiased
LSAA_6730,HG994581.1,74.33333333,285.6666667,A,0.459957896,Unbiased
LSAA_6731,HG994581.1,71,253,A,0.259144498,Unbiased
LSAA_6732,HG994581.1,163,614,A,0.142873073,Male
LSAA_6733,HG994581.1,165,555,A,0.1321535,Male
LSAA_6734,HG994581.1,392,1333,A,0.473206155,Unbiased
LSAA_6735,HG994581.1,541.6666667,1996.333333,A,0.336397051,Unbiased
LSAA_6736,HG994581.1,336,1158,A,NA,Unbiased
LSAA_6737,HG994581.1,607.6666667,2143.333333,A,0,Male
LSAA_6738,HG994581.1,2070,7497,A,0.291489328,Unbiased
LSAA_6739,HG994581.1,68.33333333,264.6666667,A,0,Male
LSAA_674,HG994580.1,266,1012,A,0.604165665,Unbiased
LSAA_6740,HG994581.1,208.3333333,658.6666667,A,0.942676237,Female
LSAA_6741,HG994581.1,125.3333333,438.6666667,A,0.137765437,Male
LSAA_6742,HG994581.1,117.3333333,476.6666667,A,0.112477789,Male
LSAA_6743,HG994581.1,277.6666667,1135.333333,A,0.969516396,Female
LSAA_6744,HG994581.1,175,644,A,0.143970321,Male
LSAA_6745,HG994581.1,262.3333333,970.6666667,A,0.989833363,Female
LSAA_6746,HG994581.1,417,1533,A,0.079741191,Male
LSAA_6747,HG994581.1,227.6666667,798.3333333,A,0.005237348,Male
LSAA_6748,HG994581.1,568.3333333,1891.666667,A,0.5338058,Unbiased
LSAA_6749,HG994581.1,208.6666667,763.3333333,A,0.397595228,Unbiased
LSAA_675,HG994580.1,317.3333333,1242.666667,A,0.430626304,Unbiased
LSAA_6750,HG994581.1,117,432,A,0.361501788,Unbiased
LSAA_6751,HG994581.1,76,254,A,0.566583473,Unbiased
LSAA_6752,HG994581.1,606.6666667,2165.333333,A,0.999836024,Female
LSAA_6753,HG994581.1,152.6666667,489.3333333,A,0.349628027,Unbiased
LSAA_6754,HG994581.1,323.3333333,1179.666667,A,0.723924738,Unbiased
LSAA_6755,HG994581.1,550.6666667,2287.333333,A,0.945327362,Female
LSAA_6756,HG994581.1,130,500,A,0.015926099,Male
LSAA_6757,HG994581.1,265.3333333,958.6666667,A,0.358310635,Unbiased
LSAA_6758,HG994581.1,317.6666667,1134.333333,A,NA,Unbiased
LSAA_6759,HG994581.1,302.3333333,1050.666667,A,0.315229184,Unbiased
LSAA_676,HG994580.1,432.6666667,1721.333333,A,0.308032494,Unbiased
LSAA_6760,HG994581.1,99.33333333,362.6666667,A,0.00281659,Male
LSAA_6761,HG994581.1,80.66666667,336.3333333,A,0.324241767,Unbiased
LSAA_6762,HG994581.1,273,1002,A,0.375161945,Unbiased
LSAA_6763,HG994581.1,687.6666667,2552.333333,A,0.653707361,Unbiased
LSAA_6764,HG994581.1,207.3333333,701.6666667,A,0.122322807,Male
LSAA_6765,HG994581.1,66.33333333,242.6666667,A,0.717603177,Unbiased
LSAA_6766,HG994581.1,118.6666667,457.3333333,A,0.589965224,Unbiased
LSAA_6767,HG994581.1,98.66666667,378.3333333,A,0,Male
LSAA_6768,HG994581.1,167,586,A,0.166904881,Male
LSAA_6769,HG994581.1,270.6666667,956.3333333,A,1,Female
LSAA_677,HG994580.1,897.6666667,3227.333333,A,0.333464232,Unbiased
LSAA_6770,HG994581.1,141,486,A,0.806916873,Female
LSAA_6771,HG994581.1,78.66666667,329.3333333,A,1,Female
LSAA_6772,HG994581.1,81.66666667,329.3333333,A,0.389207779,Unbiased
LSAA_6773,HG994581.1,186.3333333,686.6666667,A,0.616451776,Unbiased
LSAA_6774,HG994581.1,142,530,A,0.399892632,Unbiased
LSAA_6775,HG994581.1,149.6666667,549.3333333,A,0.249378505,Unbiased
LSAA_6776,HG994581.1,1071,4083,A,0.393850628,Unbiased
LSAA_6777,HG994581.1,75.66666667,305.3333333,A,0.449706632,Unbiased
LSAA_6778,HG994581.1,99,372,A,0.989996497,Female
LSAA_6779,HG994581.1,678,2451,A,0.243318328,Unbiased
LSAA_678,HG994580.1,362,1201,A,0.278626166,Unbiased
LSAA_6780,HG994581.1,88,341,A,0.53296043,Unbiased
LSAA_6781,HG994581.1,169.3333333,580.6666667,A,0.315376559,Unbiased
LSAA_6782,HG994581.1,61,242,A,0.245508133,Unbiased
LSAA_6783,HG994581.1,263.3333333,888.6666667,A,0.309498443,Unbiased
LSAA_6784,HG994581.1,125,454,A,0.431769901,Unbiased
LSAA_6785,HG994581.1,84,300,A,0.999117699,Female
LSAA_6786,HG994581.1,884,2962,A,NA,Unbiased
LSAA_6787,HG994581.1,433.6666667,1354.333333,A,0.695355771,Unbiased
LSAA_6788,HG994581.1,231,936,A,0.363930982,Unbiased
LSAA_6789,HG994581.1,240.6666667,842.3333333,A,1,Female
LSAA_679,HG994580.1,273,1038,A,0.462715174,Unbiased
LSAA_6790,HG994581.1,69,285,A,0.305475226,Unbiased
LSAA_6791,HG994581.1,492,1890,A,0.935213087,Female
LSAA_6792,HG994581.1,241.6666667,907.3333333,A,0.425250481,Unbiased
LSAA_6793,HG994581.1,104.6666667,414.3333333,A,0.186872177,Male
LSAA_6794,HG994581.1,574,2213,A,NA,Unbiased
LSAA_6795,HG994581.1,197,643,A,0.221795386,Unbiased
LSAA_6796,HG994581.1,141.6666667,473.3333333,A,0.186865573,Male
LSAA_6797,HG994581.1,208,752,A,0.367681481,Unbiased
LSAA_6798,HG994581.1,819.3333333,2948.666667,A,0.389924429,Unbiased
LSAA_6799,HG994581.1,291.3333333,914.6666667,A,0.125144225,Male
LSAA_68,CAJNVT010000010.1,443.3333333,1533.666667,A,0.602408728,Unbiased
LSAA_680,HG994580.1,189.6666667,749.3333333,A,0.220539022,Unbiased
LSAA_6800,HG994581.1,238.6666667,850.3333333,A,0.865474604,Female
LSAA_6801,HG994581.1,191.3333333,705.6666667,A,NA,Unbiased
LSAA_6802,HG994581.1,266.6666667,942.3333333,A,0.359110587,Unbiased
LSAA_6803,HG994581.1,322.6666667,1222.333333,A,0.298549016,Unbiased
LSAA_6804,HG994581.1,106.6666667,379.3333333,A,0.354092979,Unbiased
LSAA_6805,HG994581.1,106.6666667,406.3333333,A,0.088205037,Male
LSAA_6806,HG994581.1,313,1148,A,NA,Unbiased
LSAA_6807,HG994581.1,368.6666667,864.3333333,A,0.537443668,Unbiased
LSAA_6808,HG994581.1,773,2527,A,0.206781263,Unbiased
LSAA_6809,HG994581.1,157,587,A,0.375039813,Unbiased
LSAA_681,HG994580.1,149.6666667,600.3333333,A,0,Male
LSAA_6810,HG994581.1,177.6666667,695.3333333,A,0.284576523,Unbiased
LSAA_6811,HG994581.1,142.6666667,538.3333333,A,0.027328476,Male
LSAA_6812,HG994581.1,267.3333333,998.6666667,A,0.27432816,Unbiased
LSAA_6813,HG994581.1,1271.666667,4530.333333,A,0.00462736,Male
LSAA_6814,HG994581.1,342,1203,A,0.067175514,Male
LSAA_6815,HG994581.1,143.6666667,561.3333333,A,0.335602882,Unbiased
LSAA_6816,HG994581.1,158,634,A,0.982514246,Female
LSAA_6817,HG994581.1,199,725,A,0.79346433,Unbiased
LSAA_6818,HG994581.1,69.66666667,263.3333333,A,0.368300383,Unbiased
LSAA_6819,HG994581.1,96.33333333,374.6666667,A,NA,Unbiased
LSAA_682,HG994580.1,174,660,A,0.529729553,Unbiased
LSAA_6820,HG994581.1,72.66666667,272.3333333,A,0.007931378,Male
LSAA_6821,HG994581.1,381,1386,A,0.296992224,Unbiased
LSAA_6822,HG994581.1,353.6666667,1257.333333,A,0.126241796,Male
LSAA_6823,HG994581.1,181,701,A,NA,Unbiased
LSAA_6824,HG994581.1,106,359,A,0.132057483,Male
LSAA_6825,HG994581.1,76.66666667,325.3333333,A,0.075453284,Male
LSAA_6826,HG994581.1,197,643,A,0.230139442,Unbiased
LSAA_6827,HG994581.1,259.3333333,931.6666667,A,0.44788102,Unbiased
LSAA_6828,HG994581.1,614.3333333,2172.666667,A,0.99690478,Female
LSAA_6829,HG994581.1,287.6666667,1137.333333,A,0.217428972,Unbiased
LSAA_683,HG994580.1,680.6666667,2097.333333,A,0.277785111,Unbiased
LSAA_6830,HG994581.1,91.66666667,316.3333333,A,0.325722571,Unbiased
LSAA_6831,HG994581.1,193.6666667,694.3333333,A,NA,Unbiased
LSAA_6832,HG994581.1,95,349,A,0.665002444,Unbiased
LSAA_6833,HG994581.1,66,270,A,0.302253746,Unbiased
LSAA_6834,HG994581.1,194.3333333,711.6666667,A,0.350328349,Unbiased
LSAA_6835,HG994581.1,413.3333333,1437.666667,A,0.911812809,Female
LSAA_6836,HG994581.1,1415,5080,A,0.278193034,Unbiased
LSAA_6837,HG994581.1,80.33333333,285.6666667,A,0.493761794,Unbiased
LSAA_6838,HG994581.1,255,930,A,0.021771765,Male
LSAA_6839,HG994581.1,175,641,A,0.999827015,Female
LSAA_684,HG994580.1,117,414,A,0.465357953,Unbiased
LSAA_6840,HG994581.1,407.6666667,1707.333333,A,0.122453177,Male
LSAA_6841,HG994581.1,97.66666667,313.3333333,A,0.376028046,Unbiased
LSAA_6842,HG994581.1,262,854,A,0.365122951,Unbiased
LSAA_6843,HG994581.1,335.6666667,1155.333333,A,0.475782734,Unbiased
LSAA_6844,HG994581.1,94.33333333,373.6666667,A,NA,Unbiased
LSAA_6845,HG994581.1,183.3333333,647.6666667,A,0.174196357,Male
LSAA_6846,HG994581.1,255.3333333,857.6666667,A,0.262909785,Unbiased
LSAA_6847,HG994581.1,77.33333333,249.6666667,A,0.81997299,Female
LSAA_6848,HG994581.1,340.6666667,1108.333333,A,0.385740176,Unbiased
LSAA_6849,HG994581.1,527.3333333,1794.666667,A,0.281995725,Unbiased
LSAA_685,HG994580.1,260,970,A,0.205714609,Unbiased
LSAA_6850,HG994581.1,123.6666667,464.3333333,A,0.000340693,Male
LSAA_6851,HG994581.1,339.6666667,1229.333333,A,0.429059207,Unbiased
LSAA_6852,HG994581.1,353.6666667,1275.333333,A,0.572146248,Unbiased
LSAA_6853,HG994581.1,132.6666667,509.3333333,A,0.664589292,Unbiased
LSAA_6854,HG994581.1,888.3333333,2984.666667,A,0.581301601,Unbiased
LSAA_6855,HG994581.1,1084.333333,3928.666667,A,0.256885889,Unbiased
LSAA_6856,HG994581.1,83.66666667,303.3333333,A,0.35889718,Unbiased
LSAA_6857,HG994581.1,149.3333333,546.6666667,A,0.747572935,Unbiased
LSAA_6858,HG994581.1,226.3333333,730.6666667,A,0.333771037,Unbiased
LSAA_6859,HG994581.1,338.3333333,1278.666667,A,0,Male
LSAA_686,HG994580.1,303.3333333,1130.666667,A,1.5e-05,Male
LSAA_6860,HG994581.1,68,298,A,0.313953692,Unbiased
LSAA_6861,HG994581.1,399,1398,A,0.277959377,Unbiased
LSAA_6862,HG994581.1,227.3333333,879.6666667,A,0.155267119,Male
LSAA_6863,HG994581.1,269.6666667,1002.333333,A,0.169652305,Male
LSAA_6864,HG994581.1,260.3333333,882.6666667,A,0.267654232,Unbiased
LSAA_6865,HG994581.1,127.6666667,439.3333333,A,0.432691034,Unbiased
LSAA_6866,HG994581.1,232.3333333,919.6666667,A,NA,Unbiased
LSAA_6867,HG994581.1,177,741,A,0.362310416,Unbiased
LSAA_6868,HG994581.1,124,482,A,0.293686011,Unbiased
LSAA_6869,HG994581.1,569.3333333,1995.666667,A,0.830935337,Female
LSAA_687,HG994580.1,296.3333333,996.6666667,A,0.525601241,Unbiased
LSAA_6870,HG994581.1,328.6666667,1168.333333,A,NA,Unbiased
LSAA_6871,HG994581.1,474.6666667,1676.333333,A,0.161066785,Male
LSAA_6872,HG994581.1,142.3333333,532.6666667,A,0.25764579,Unbiased
LSAA_6873,HG994581.1,268.6666667,949.3333333,A,0.288201684,Unbiased
LSAA_6874,HG994581.1,128,478,A,0.568804276,Unbiased
LSAA_6875,HG994581.1,198.3333333,797.6666667,A,0.757385824,Unbiased
LSAA_6876,HG994581.1,486.6666667,1601.333333,A,0,Male
LSAA_6877,HG994581.1,207.6666667,881.3333333,A,0.143838293,Male
LSAA_6878,HG994581.1,172.3333333,619.6666667,A,0.992647466,Female
LSAA_6879,HG994581.1,101.6666667,384.3333333,A,0.501514836,Unbiased
LSAA_688,HG994580.1,101.6666667,408.3333333,A,0.490881824,Unbiased
LSAA_6880,HG994581.1,322.6666667,1141.333333,A,0.111084564,Male
LSAA_6881,HG994581.1,298,1103,A,0.063990457,Male
LSAA_6882,HG994581.1,186.6666667,668.3333333,A,0.402990486,Unbiased
LSAA_6883,HG994581.1,94,329,A,0.409351607,Unbiased
LSAA_6884,HG994581.1,71.66666667,252.3333333,A,0.43394819,Unbiased
LSAA_6885,HG994581.1,119.6666667,429.3333333,A,0.538988744,Unbiased
LSAA_6886,HG994581.1,168,570,A,0.715381456,Unbiased
LSAA_6887,HG994581.1,159,546,A,0.393677483,Unbiased
LSAA_6888,HG994581.1,214,782,A,0.357089629,Unbiased
LSAA_6889,HG994581.1,253,941,A,0.333513286,Unbiased
LSAA_689,HG994580.1,190.6666667,709.3333333,A,0.578150641,Unbiased
LSAA_6890,HG994581.1,343,1202,A,0.390263452,Unbiased
LSAA_6891,HG994581.1,514,1835,A,0.83563691,Female
LSAA_6892,HG994581.1,115.6666667,379.3333333,A,0.891864834,Female
LSAA_6893,HG994581.1,205,623,A,0.339545537,Unbiased
LSAA_6894,HG994581.1,388.3333333,1405.666667,A,NA,Unbiased
LSAA_6895,HG994581.1,312.3333333,1055.666667,A,0.245322851,Unbiased
LSAA_6896,HG994581.1,122.6666667,405.3333333,A,0.278096161,Unbiased
LSAA_6897,HG994581.1,546.6666667,1928.333333,A,0.303295702,Unbiased
LSAA_6898,HG994581.1,207,723,A,0.578807539,Unbiased
LSAA_6899,HG994581.1,690.3333333,2396.666667,A,0.461169465,Unbiased
LSAA_69,CAJNVT010000011.1,448.3333333,1558.666667,A,0.944597067,Female
LSAA_690,HG994580.1,300.6666667,1079.333333,A,0.941211459,Female
LSAA_6900,HG994581.1,414.6666667,1460.333333,A,0,Male
LSAA_6901,HG994581.1,57.66666667,212.3333333,A,0,Male
LSAA_6902,HG994581.1,73.66666667,262.3333333,A,0.37724492,Unbiased
LSAA_6903,HG994581.1,131.6666667,471.3333333,A,0.527682787,Unbiased
LSAA_6904,HG994581.1,1568.333333,5733.666667,A,0.25874583,Unbiased
LSAA_6905,HG994581.1,279.6666667,1022.333333,A,0.587688177,Unbiased
LSAA_6906,HG994581.1,228.6666667,923.3333333,A,0.615504992,Unbiased
LSAA_6907,HG994581.1,60,243,A,0.918106375,Female
LSAA_6908,HG994581.1,1141,4580,A,1,Female
LSAA_6909,HG994581.1,552.3333333,1898.666667,A,0,Male
LSAA_691,HG994580.1,74.33333333,294.6666667,A,0.199112693,Male
LSAA_6910,HG994581.1,433,1382,A,0.050045368,Male
LSAA_6911,HG994581.1,149.3333333,570.6666667,A,0.520810657,Unbiased
LSAA_6912,HG994581.1,92.66666667,375.3333333,A,0.54047095,Unbiased
LSAA_6913,HG994581.1,194.6666667,744.3333333,A,0.281598509,Unbiased
LSAA_6914,HG994581.1,138,507,A,0.34031759,Unbiased
LSAA_6915,HG994581.1,566.3333333,1932.666667,A,0.176542231,Male
LSAA_6916,HG994581.1,498.6666667,1769.333333,A,0.568764234,Unbiased
LSAA_6917,HG994581.1,129,447,A,0.241969053,Unbiased
LSAA_6918,HG994581.1,378,1440,A,0.135103074,Male
LSAA_6919,HG994581.1,133.3333333,508.6666667,A,0.40555175,Unbiased
LSAA_692,HG994580.1,144,543,A,0.001999846,Male
LSAA_6920,HG994582.1,401.3333333,1458.666667,A,0.420785945,Unbiased
LSAA_6921,HG994582.1,185,622,A,0.577764397,Unbiased
LSAA_6922,HG994582.1,331,1133,A,0.97025917,Female
LSAA_6923,HG994582.1,78,264,A,0.395911775,Unbiased
LSAA_6924,HG994582.1,180.3333333,674.6666667,A,0.367403004,Unbiased
LSAA_6925,HG994582.1,256.6666667,892.3333333,A,0.05266441,Male
LSAA_6926,HG994582.1,235.3333333,967.6666667,A,0.504084617,Unbiased
LSAA_6927,HG994582.1,354.3333333,1274.666667,A,0.406986563,Unbiased
LSAA_6928,HG994582.1,3718.333333,14107.66667,A,0.731916959,Unbiased
LSAA_6929,HG994582.1,344,1081,A,0.692991473,Unbiased
LSAA_693,HG994580.1,326.6666667,1122.333333,A,0.357480107,Unbiased
LSAA_6930,HG994582.1,235.6666667,829.3333333,A,0.397776394,Unbiased
LSAA_6931,HG994582.1,489.6666667,1532.333333,A,0.423849941,Unbiased
LSAA_6932,HG994582.1,104.6666667,420.3333333,A,0.535116303,Unbiased
LSAA_6933,HG994582.1,929,3451,A,1,Female
LSAA_6934,HG994582.1,59,241,A,0.008874559,Male
LSAA_6935,HG994582.1,163.6666667,625.3333333,A,0.502494499,Unbiased
LSAA_6936,HG994582.1,202.6666667,805.3333333,A,0.355295482,Unbiased
LSAA_6937,HG994582.1,169.3333333,598.6666667,A,0.596783273,Unbiased
LSAA_6938,HG994582.1,563.3333333,1926.666667,A,0.096791709,Male
LSAA_6939,HG994582.1,158,556,A,0.296903275,Unbiased
LSAA_694,HG994580.1,539.6666667,2022.333333,A,0.54524512,Unbiased
LSAA_6940,HG994582.1,533.3333333,2061.666667,A,0.649224648,Unbiased
LSAA_6941,HG994582.1,213,732,A,0.108753264,Male
LSAA_6942,HG994582.1,173,685,A,0.49072133,Unbiased
LSAA_6943,HG994582.1,142.3333333,457.6666667,A,0.369468748,Unbiased
LSAA_6944,HG994582.1,300,897,A,0.002957713,Male
LSAA_6945,HG994582.1,81.66666667,308.3333333,A,NA,Unbiased
LSAA_6946,HG994582.1,168.6666667,653.3333333,A,0.969345985,Female
LSAA_6947,HG994582.1,123.6666667,422.3333333,A,0.053909792,Male
LSAA_6948,HG994582.1,335.3333333,1014.666667,A,0.141430455,Male
LSAA_6949,HG994582.1,210.3333333,674.6666667,A,0.315554133,Unbiased
LSAA_695,HG994580.1,132,474,A,0.357760011,Unbiased
LSAA_6950,HG994582.1,124.3333333,439.6666667,A,0.112072666,Male
LSAA_6951,HG994582.1,52.66666667,253.3333333,A,0,Male
LSAA_6952,HG994582.1,732.6666667,2534.333333,A,0.003052765,Male
LSAA_6953,HG994582.1,73,260,A,NA,Unbiased
LSAA_6954,HG994582.1,237,969,A,0.878282929,Female
LSAA_6955,HG994582.1,129.6666667,551.3333333,A,NA,Unbiased
LSAA_6956,HG994582.1,352.6666667,1264.333333,A,0.131079746,Male
LSAA_6957,HG994582.1,314,1234,A,0.69599882,Unbiased
LSAA_6958,HG994582.1,261.6666667,983.3333333,A,0.009939836,Male
LSAA_6959,HG994582.1,656,2167,A,0.355356398,Unbiased
LSAA_696,HG994580.1,522.6666667,1997.333333,A,NA,Unbiased
LSAA_6960,HG994582.1,106.3333333,370.6666667,A,0.006480121,Male
LSAA_6961,HG994582.1,278.6666667,1077.333333,A,0.233240318,Unbiased
LSAA_6962,HG994582.1,67,260,A,0.498777438,Unbiased
LSAA_6963,HG994582.1,59.33333333,255.6666667,A,0.483568286,Unbiased
LSAA_6964,HG994582.1,545.6666667,1956.333333,A,0.198174086,Male
LSAA_6965,HG994582.1,78,300,A,0.466493477,Unbiased
LSAA_6966,HG994582.1,592.3333333,2266.666667,A,0.395174857,Unbiased
LSAA_6967,HG994582.1,166.6666667,631.3333333,A,0.544784879,Unbiased
LSAA_6968,HG994582.1,1873.333333,6445.666667,A,0.406407713,Unbiased
LSAA_6969,HG994582.1,97,311,A,0.395170513,Unbiased
LSAA_697,HG994580.1,200,730,A,0.365893506,Unbiased
LSAA_6970,HG994582.1,210.6666667,704.3333333,A,0.328916809,Unbiased
LSAA_6971,HG994582.1,230,886,A,0.336473046,Unbiased
LSAA_6972,HG994582.1,211.6666667,841.3333333,A,1,Female
LSAA_6973,HG994582.1,330.6666667,1265.333333,A,0.256780705,Unbiased
LSAA_6974,HG994582.1,62.33333333,243.6666667,A,0.076670574,Male
LSAA_6975,HG994582.1,207.3333333,782.6666667,A,0.999975598,Female
LSAA_6976,HG994582.1,206.3333333,732.6666667,A,0.075985907,Male
LSAA_6977,HG994582.1,71.33333333,252.6666667,A,0,Male
LSAA_6978,HG994582.1,374.3333333,1287.666667,A,0.505970725,Unbiased
LSAA_6979,HG994582.1,124.3333333,424.6666667,A,0.280854764,Unbiased
LSAA_698,HG994580.1,91.66666667,304.3333333,A,0.456541555,Unbiased
LSAA_6980,HG994582.1,81.33333333,305.6666667,A,0.993216373,Female
LSAA_6981,HG994582.1,322.3333333,1234.666667,A,0,Male
LSAA_6982,HG994582.1,441.3333333,1433.666667,A,0.268974394,Unbiased
LSAA_6983,HG994582.1,166,554,A,0.952795609,Female
LSAA_6984,HG994582.1,153,465,A,0.350362594,Unbiased
LSAA_6985,HG994582.1,76.33333333,259.6666667,A,0.14142264,Male
LSAA_6986,HG994582.1,149.3333333,600.6666667,A,0.52759702,Unbiased
LSAA_6987,HG994582.1,294.6666667,1010.333333,A,0.489692981,Unbiased
LSAA_6988,HG994582.1,424,1547,A,1,Female
LSAA_6989,HG994582.1,283.6666667,1024.333333,A,0.349326472,Unbiased
LSAA_699,HG994580.1,503,1861,A,0.77825278,Unbiased
LSAA_6990,HG994582.1,435,1533,A,0.449493466,Unbiased
LSAA_6991,HG994582.1,197.6666667,714.3333333,A,0.15611631,Male
LSAA_6992,HG994582.1,263,871,A,0.008624227,Male
LSAA_6993,HG994582.1,154,569,A,0.17574982,Male
LSAA_6994,HG994582.1,1026.333333,3842.666667,A,0.126754176,Male
LSAA_6995,HG994582.1,159,597,A,0.347654698,Unbiased
LSAA_6996,HG994582.1,806.6666667,3090.333333,A,0.217223829,Unbiased
LSAA_6997,HG994582.1,66.66666667,251.3333333,A,0.403875989,Unbiased
LSAA_6998,HG994582.1,74.66666667,291.3333333,A,0.960670409,Female
LSAA_6999,HG994582.1,391,1559,A,0.572777135,Unbiased
LSAA_7,CAJNVT010000001.1,211,719,A,0.218423608,Unbiased
LSAA_70,CAJNVT010000012.1,66.66666667,230.3333333,A,0.068873481,Male
LSAA_700,HG994580.1,1242.666667,4811.333333,A,0.823099109,Female
LSAA_7000,HG994582.1,367.6666667,1330.333333,A,0.472511015,Unbiased
LSAA_7001,HG994582.1,89,358,A,NA,Unbiased
